    0,   0.03681,999917
    1,   0.09324,2727382
    2,   0.14736,4422626
    3,   0.19543,5948926
    4,   0.24111,7426690
    5,   0.28507,8891436
    6,   0.32837,10358385
    7,   0.37074,11843224
    8,   0.41247,13383135
    9,   0.45326,14904603
   10,   0.49190,16390700
   11,   0.52844,17859927
   12,   0.56392,19359136
   13,   0.59838,20848288
   14,   0.63132,22333775
   15,   0.66301,23849613
   16,   0.69351,25354413
   17,   0.72509,27088397
   18,   0.75240,28615680
   19,   0.77853,30138665
   20,   0.80246,31668318
   21,   0.82522,33197748
   22,   0.84543,34708697
   23,   0.86409,36216239
   24,   0.88097,37735151
   25,   0.89656,39270544
   26,   0.91067,40785993
   27,   0.92317,42298923
   28,   0.93313,43809243
   29,   0.94154,45315636
   30,   0.94690,46823067
   31,   0.95016,48330238
   32,   0.95165,49837798
   33,   0.95199,51356525
   34,   0.94865,52861511
   35,   0.94271,54385423
   36,   0.93501,55892872
   37,   0.92532,57399598
   38,   0.91213,58905677
   39,   0.89707,60412404
   40,   0.88062,61918390
   41,   0.86097,63426061
   42,   0.83760,64934751
   43,   0.81126,66443367
   44,   0.78345,67949964
   45,   0.75199,69454820
   46,   0.71727,70981862
   47,   0.67958,72488459
   48,   0.63995,74005704
   49,   0.59681,75535782
   50,   0.55088,77049194
   51,   0.50224,78559940
   52,   0.45214,80069518
   53,   0.39924,81575764
   54,   0.34351,83082898
   55,   0.28649,84590847
   56,   0.22727,86097740
   57,   0.16546,87603023
   58,   0.10116,89109101
   59,   0.03577,90617495
   60,  -0.03169,92123999
   61,  -0.10103,93631652
   62,  -0.17194,95138823
   63,  -0.24352,96643087
   64,  -0.31716,98151481
   65,  -0.39238,99658985
   66,  -0.47034,101191971
   67,  -0.54821,102710605
   68,  -0.62712,104229091
   69,  -0.70694,105742725
   70,  -0.78683,107251211
   71,  -0.86755,108758475
   72,  -0.94884,110264461
   73,  -1.03117,111771355
   74,  -1.11388,113277600
   75,  -1.19738,114784660
   76,  -1.28200,116292072
   77,  -1.36724,117797892
   78,  -1.45555,119349414
   79,  -1.54171,120856104
   80,  -1.62849,122362794
   81,  -1.71615,123870576
   82,  -1.80371,125376840
   83,  -1.89365,126904289
   84,  -1.98414,128428515
   85,  -2.07451,129957353
   86,  -2.16441,131475932
   87,  -2.25445,132987621
   88,  -2.34423,134494774
   89,  -2.43377,136001630
   90,  -2.52336,137508098
   91,  -2.61331,139015640
   92,  -2.70324,140521755
   93,  -2.79308,142028001
   94,  -2.88270,143534746
   95,  -2.97199,145041325
   96,  -3.06089,146548051
   97,  -3.15050,148070723
   98,  -3.23888,149577653
   99,  -3.32705,151083065
  100,  -3.41507,152588977
  101,  -3.50343,154104130
  102,  -3.59197,155630282
  103,  -3.67997,157151620
  104,  -3.76818,158679050
  105,  -3.85626,160218647
  106,  -3.94254,161728763
  107,  -4.02988,163262804
  108,  -4.11554,164770031
  109,  -4.20068,166274832
  110,  -4.28491,167776448
  111,  -4.38033,169488784
  112,  -4.46399,171000344
  113,  -4.54707,172506589
  114,  -4.63035,174032705
  115,  -4.71193,175538746
  116,  -4.79295,177045473
  117,  -4.87339,178551552
  118,  -4.95321,180057982
  119,  -5.03212,181564653
  120,  -5.11071,183083232
  121,  -5.18877,184604366
  122,  -5.26601,186133611
  123,  -5.34169,187647449
  124,  -5.41685,189162083
  125,  -5.49075,190677884
  126,  -5.56347,192192814
  127,  -5.63441,193701226
  128,  -5.70387,195191138
  129,  -5.77193,196677662
  130,  -5.84000,198195481
  131,  -5.90665,199714911
  132,  -5.97163,201211953
  133,  -6.03509,202701106
  134,  -6.09646,204183648
  135,  -6.15693,205666227
  136,  -6.21641,207168491
  137,  -6.27869,208791753
  138,  -6.33558,210308628
  139,  -6.39139,211816429
  140,  -6.44553,213321008
  141,  -6.49830,214837568
  142,  -6.54888,216343406
  143,  -6.59866,217857225
  144,  -6.64668,219369656
  145,  -6.69283,220888067
  146,  -6.73637,222406701
  147,  -6.77957,223948946
  148,  -6.82238,225535135
  149,  -6.86162,227077269
  150,  -6.89825,228590107
  151,  -6.93380,230089519
  152,  -6.96761,231575135
  153,  -6.99923,233057844
  154,  -7.02906,234544848
  155,  -7.05777,236031538
  156,  -7.08451,237516858
  157,  -7.10950,238998752
  158,  -7.13212,240466201
  159,  -7.15275,241934484
  160,  -7.17078,243403378
  161,  -7.18608,244933789
  162,  -7.20068,246661718
  163,  -7.21098,248145945
  164,  -7.21849,249665375
  165,  -7.22326,251207361
  166,  -7.22422,252803865
  167,  -7.22340,254315091
  168,  -7.21908,255826948
  169,  -7.21161,257334045
  170,  -7.20262,258840790
  171,  -7.19038,260346517
  172,  -7.17465,261852948
  173,  -7.15553,263371082
  174,  -7.13496,264878531
  175,  -7.11072,266385628
  176,  -7.08303,267891929
  177,  -7.05226,269398396
  178,  -7.01998,270904845
  179,  -6.98441,272419220
  180,  -6.94538,273942373
  181,  -6.90372,275449470
  182,  -6.86028,276965567
  183,  -6.81361,278487034
  184,  -6.76359,280025076
  185,  -6.71057,281564673
  186,  -6.65565,283114436
  187,  -6.59911,284634126
  188,  -6.54136,286118501
  189,  -6.48221,287606339
  190,  -6.42126,289075177
  191,  -6.35671,290563145
  192,  -6.28979,292048983
  193,  -6.22174,293534340
  194,  -6.15074,295034511
  195,  -6.07780,296527831
  196,  -6.00359,298028465
  197,  -5.92772,299514007
  198,  -5.84951,300998660
  199,  -5.76946,302476961
  200,  -5.68894,303945280
  201,  -5.59948,305537432
  202,  -5.49942,307273102
  203,  -5.40663,308850883
